Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 16
J1: 1,J2: -0.1,R1: 1,R2: 14,h = 6

Iteration:,0
Entropy:,0.682022
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.36404
1,0.728943,1.39921,0.0351619
2,0.404499,1.51355,0.149502
3,0.251165,1.55736,0.193319
4,0.150054,1.55557,0.191524
5,0.0698321,1.52715,0.163102
6,0.0122765,1.48501,0.120964
7,0.0310568,1.4375,0.0734576
8,0.0635568,1.38951,0.0254691
9,0.0883407,1.34438,0.0196668
10,0.102835,1.3176,0.046445
11,0.102168,1.31944,0.0446029
12,0.0847605,1.35183,0.0122122
13,0.0548175,1.40219,0.0381435
14,0.021533,1.45176,0.0877149


Iteration:,1
Entropy:,0.681686
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.36337
1,0.76161,1.36685,0.00347592
2,0.438277,1.4922,0.128823
3,0.280128,1.55018,0.186808
4,0.167165,1.55811,0.194734
5,0.0816099,1.53167,0.168302
6,0.0134617,1.48441,0.121035
7,0.039025,1.42792,0.0645492
8,0.0792235,1.37079,0.00741844
9,0.107773,1.32452,0.0388487
10,0.121946,1.30094,0.0624305
11,0.121218,1.30948,0.0538961
12,0.106353,1.34762,0.0157511
13,0.081638,1.39855,0.0351807
14,0.0533108,1.44582,0.0824493


Iteration:,2
Entropy:,0.682678
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.36536
1,0.765802,1.36619,0.000833767
2,0.422469,1.48546,0.120098
3,0.251728,1.54784,0.182481
4,0.125247,1.56161,0.196256
5,0.0226914,1.53763,0.17227
6,0.0619753,1.48705,0.121698
7,0.123721,1.42417,0.0588088
8,0.16392,1.36509,0.00026323
9,0.184321,1.31722,0.0481403
10,0.189753,1.28927,0.0760854
11,0.176824,1.29076,0.0745935
12,0.144568,1.32459,0.0407707
13,0.0938557,1.38178,0.0164223
14,0.0400705,1.44091,0.0755502


Iteration:,3
Entropy:,0.685103
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.37021
1,0.783956,1.35609,0.0141135
2,0.4384,1.47086,0.10065
3,0.260252,1.54138,0.171173
4,0.125622,1.5673,0.197088
5,0.0110667,1.5525,0.182289
6,0.0916,1.50226,0.13205
7,0.17541,1.42535,0.0551481
8,0.230767,1.34587,0.0243329
9,0.255304,1.28576,0.0844465
10,0.251378,1.25707,0.11314
11,0.219479,1.27178,0.0984297
12,0.1716,1.31407,0.0561327
13,0.112626,1.37241,0.00220655
14,0.0465206,1.43485,0.0646475


Averages
Entropy:,0.682872
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.36574
1,0.760078,1.37208,0.0133963
2,0.425911,1.49051,0.124768
3,0.260819,1.54919,0.183445
4,0.142022,1.56065,0.194901
5,0.0463,1.53724,0.171491
6,0.0448284,1.48968,0.123937
7,0.0923032,1.42874,0.062991
8,0.134367,1.36782,0.0143709
9,0.158935,1.31797,0.0477756
10,0.166478,1.29122,0.0745254
11,0.154922,1.29786,0.0678805
12,0.12682,1.33453,0.0312167
13,0.0857342,1.38873,0.0229883
14,0.0403587,1.44334,0.0775905


