Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 15
J1: 1,J2: -0.1,R1: 1,R2: 14,h = 3

Iteration:,0
Entropy:,0.690772
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38154
1,0.795254,1.36519,0.0163567
2,0.447477,1.47924,0.0976982
3,0.271551,1.55101,0.169469
4,0.138588,1.57925,0.197701
5,0.0268099,1.56688,0.185338
6,0.0743753,1.5181,0.13655
7,0.164111,1.43823,0.0566865
8,0.22669,1.34967,0.0318774
9,0.254869,1.2848,0.0967465
10,0.253412,1.25886,0.122684
11,0.229998,1.27306,0.108488
12,0.187709,1.31599,0.0655512
13,0.127994,1.37838,0.00316952
14,0.0617298,1.44291,0.0613661


Iteration:,1
Entropy:,0.690923
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38185
1,0.795556,1.36543,0.0164165
2,0.503333,1.48241,0.10056
3,0.363704,1.55273,0.170883
4,0.258889,1.57961,0.197767
5,0.166222,1.56689,0.185039
6,0.0792593,1.51787,0.136027
7,0,1.43851,0.0566637
8,0.0616667,1.34931,0.0325388
9,0.1,1.28192,0.0999291
10,0.116222,1.26038,0.121467
11,0.115758,1.27717,0.104673
12,0.0990741,1.32214,0.0597055
13,0.0709402,1.38023,0.00161963
14,0.0304762,1.44389,0.0620479


Iteration:,2
Entropy:,0.691069
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38214
1,0.795847,1.36566,0.0164743
2,0.451402,1.48121,0.0990764
3,0.275847,1.55182,0.169681
4,0.143069,1.57988,0.197737
5,0.0296247,1.56768,0.185543
6,0.0726716,1.51891,0.136773
7,0.165423,1.43877,0.0566349
8,0.228598,1.34616,0.0359819
9,0.249832,1.28018,0.101963
10,0.240153,1.26144,0.120701
11,0.213042,1.27643,0.105711
12,0.171746,1.31765,0.0644924
13,0.11629,1.37718,0.00495855
14,0.0524071,1.44254,0.0604044


Iteration:,3
Entropy:,0.690456
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38091
1,0.754622,1.40495,0.0240358
2,0.427956,1.52606,0.145149
3,0.267215,1.5749,0.193986
4,0.155733,1.57344,0.192527
5,0.0701778,1.54039,0.159481
6,0.00314074,1.49259,0.111677
7,0.0469651,1.43824,0.0573291
8,0.0823222,1.38571,0.00479572
9,0.102909,1.34417,0.0367379
10,0.110267,1.32738,0.053528
11,0.104166,1.34191,0.0389975
12,0.0851926,1.37828,0.00263562
13,0.0537538,1.42881,0.0478978
14,0.0174413,1.47763,0.096719


Averages
Entropy:,0.690805
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38161
1,0.78532,1.37531,0.0183208
2,0.457542,1.49223,0.110621
3,0.294579,1.55762,0.176005
4,0.17407,1.57804,0.196433
5,0.0732086,1.56046,0.17885
6,0.0573617,1.51187,0.130257
7,0.0941247,1.43844,0.0568286
8,0.149819,1.35771,0.0262984
9,0.176902,1.29777,0.0838441
10,0.180014,1.27702,0.104595
11,0.165741,1.29214,0.0894672
12,0.13593,1.33351,0.0480962
13,0.0922443,1.39115,0.0144114
14,0.0405136,1.45174,0.0701343


