Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 12
J1: 0,J2: -0.1,R1: 4,R2: 7,h = -3

Iteration:,0
Entropy:,0.575368
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.15074
1,0.482736,1.25079,0.100057
2,0.150514,1.32113,0.170398
3,0.0209679,1.31523,0.164488
4,0.131709,1.24372,0.0929799
5,0.203486,1.13323,0.0175111
6,0.21282,1.08435,0.0663871
7,0.178851,1.14968,0.00105332
8,0.133375,1.22032,0.0695875
9,0.0896099,1.27024,0.119507
10,0.0534864,1.30238,0.151647
11,0.0277692,1.31817,0.167434
12,0.0244864,1.32134,0.170604
13,0.0405121,1.31447,0.163734
14,0.0712325,1.29627,0.145538


Iteration:,1
Entropy:,0.582151
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.1643
1,0.453017,1.28753,0.123227
2,0.106351,1.34316,0.178857
3,0.0677235,1.30698,0.142679
4,0.169205,1.21314,0.0488368
5,0.221205,1.10955,0.054755
6,0.20402,1.13146,0.0328395
7,0.138094,1.2287,0.0643948
8,0.0805938,1.29009,0.125787
9,0.0358716,1.32439,0.160086
10,0.0196494,1.3362,0.171901
11,0.0352655,1.33287,0.168569
12,0.0730938,1.31308,0.14878
13,0.113991,1.27601,0.111704
14,0.133491,1.24162,0.0773161


Iteration:,2
Entropy:,0.587629
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.17526
1,0.46761,1.29499,0.119727
2,0.122054,1.35469,0.179427
3,0.0538716,1.32171,0.146449
4,0.166279,1.22492,0.0496657
5,0.223946,1.11986,0.0554008
6,0.210168,1.13038,0.0448791
7,0.153343,1.22127,0.046014
8,0.0879457,1.29353,0.118275
9,0.0331309,1.33428,0.159022
10,0.000390123,1.34893,0.173672
11,0.00693558,1.34946,0.1742
12,0.0494272,1.33387,0.158616
13,0.100595,1.29844,0.123181
14,0.137946,1.25298,0.0777177


Iteration:,3
Entropy:,0.584361
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.16872
1,0.479328,1.279,0.110282
2,0.145995,1.34499,0.17627
3,0.0288198,1.32515,0.156431
4,0.148449,1.23395,0.0652259
5,0.21356,1.12722,0.0415004
6,0.214005,1.12056,0.0481586
7,0.162576,1.20538,0.0366598
8,0.105949,1.2714,0.102674
9,0.0500543,1.31585,0.147131
10,0.015116,1.33401,0.165293
11,0.00996453,1.33623,0.167506
12,0.0299309,1.32791,0.159186
13,0.068193,1.30766,0.138941
14,0.108926,1.27988,0.111159


Averages
Entropy:,0.582377
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.16475
1,0.470673,1.27808,0.113323
2,0.131228,1.34099,0.176238
3,0.0428457,1.31727,0.152512
4,0.15391,1.22893,0.0641771
5,0.215549,1.12246,0.0422918
6,0.210253,1.11669,0.0480661
7,0.158216,1.20126,0.0370305
8,0.101966,1.26884,0.104081
9,0.0521667,1.31119,0.146436
10,0.0221605,1.33038,0.165628
11,0.0199837,1.33418,0.169427
12,0.0442346,1.32405,0.159296
13,0.0808229,1.29914,0.13439
14,0.112899,1.26769,0.102933


