Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 10
J1: 1,J2: -0.1,R1: 1,R2: 9,h = 3

Iteration:,0
Entropy:,0.673902
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.3478
1,0.606202,1.46354,0.115735
2,0.220647,1.54253,0.194727
3,0.0210173,1.50842,0.160615
4,0.109909,1.41477,0.0669691
5,0.176909,1.32132,0.0264884
6,0.181575,1.28893,0.0588788
7,0.135385,1.32924,0.0185668
8,0.0637975,1.40579,0.0579864
9,0.0101531,1.47271,0.12491
10,0.0604247,1.50947,0.161667
11,0.071859,1.52116,0.173359
12,0.0537951,1.51775,0.169946
13,0.0209033,1.50234,0.154538
14,0.0150674,1.47594,0.128135


Iteration:,1
Entropy:,0.67346
Corr Length:,6
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.34692
1,0.623106,1.45199,0.105071
2,0.22644,1.53791,0.190994
3,0.0090321,1.51897,0.172049
4,0.144672,1.42813,0.0812145
5,0.234227,1.32191,0.0250092
6,0.252449,1.26358,0.0833409
7,0.202926,1.2892,0.0577223
8,0.111894,1.36975,0.0228333
9,0.0119556,1.45159,0.104675
10,0.0715506,1.5055,0.158577
11,0.120884,1.5273,0.18038
12,0.122365,1.52953,0.18261
13,0.0829352,1.51831,0.171391
14,0.0213601,1.49234,0.145424


Iteration:,2
Entropy:,0.6752
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.3504
1,0.617654,1.46053,0.11013
2,0.256543,1.54406,0.193664
3,0.081358,1.52044,0.170035
4,0.0312346,1.44443,0.0940286
5,0.10679,1.35767,0.00726703
6,0.145309,1.2997,0.0507005
7,0.139489,1.30733,0.0430733
8,0.0979012,1.37266,0.0222616
9,0.0403704,1.4475,0.0971
10,0.0120988,1.4973,0.146902
11,0.0497755,1.52074,0.170342
12,0.062284,1.52603,0.175625
13,0.0530389,1.51913,0.168733
14,0.0257496,1.49985,0.149454


Iteration:,3
Entropy:,0.67434
Corr Length:,5
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.34868
1,0.598178,1.46941,0.120727
2,0.201511,1.54372,0.195039
3,0.00182222,1.50831,0.159634
4,0.137933,1.41119,0.062505
5,0.204933,1.32145,0.0272264
6,0.204785,1.29267,0.0560089
7,0.15706,1.32901,0.0196667
8,0.0821,1.4039,0.0552237
9,0.00336296,1.47314,0.124458
10,0.0757333,1.51232,0.163641
11,0.108077,1.52414,0.175459
12,0.0944741,1.51848,0.169802
13,0.0542462,1.50101,0.152325
14,0.00436825,1.47593,0.127245


Averages
Entropy:,0.674226
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.34845
1,0.611285,1.46137,0.112916
2,0.226285,1.54206,0.193606
3,0.0283074,1.51403,0.165584
4,0.105937,1.42463,0.0761793
5,0.180715,1.33059,0.0214977
6,0.19603,1.28622,0.0622323
7,0.158715,1.31369,0.0347573
8,0.0889231,1.38803,0.0395763
9,0.0164605,1.46124,0.112786
10,0.0549519,1.50615,0.157697
11,0.0876488,1.52334,0.174885
12,0.0832296,1.52295,0.174495
13,0.0527809,1.5102,0.161747
14,0.0166363,1.48602,0.137565


