Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 15
J1: 0,J2: -0.1,R1: 9,R2: 12,h = -6

Iteration:,0
Entropy:,0.558643
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.11729
1,0.581067,1.11174,0.00554361
2,0.278844,1.20451,0.0872189
3,0.136622,1.26761,0.150322
4,0.0416222,1.29068,0.173391
5,0.0304889,1.28736,0.170072
6,0.0930074,1.26289,0.145607
7,0.145917,1.2233,0.106008
8,0.191433,1.16929,0.0520011
9,0.224612,1.11535,0.00193573
10,0.244711,1.07093,0.0463577
11,0.239539,1.08624,0.0310456
12,0.217452,1.13407,0.01678
13,0.191241,1.17476,0.057477
14,0.163378,1.20981,0.092523


Iteration:,1
Entropy:,0.545903
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.09181
1,0.560277,1.08882,0.00298534
2,0.26361,1.17379,0.0819841
3,0.124721,1.23833,0.146525
4,0.0363877,1.26196,0.170153
5,0.0339457,1.26026,0.168451
6,0.0915753,1.23847,0.146668
7,0.140041,1.20082,0.109015
8,0.182779,1.14993,0.0581252
9,0.217995,1.08876,0.0030436
10,0.232612,1.03866,0.053145
11,0.217703,1.06358,0.0282283
12,0.195649,1.11309,0.0212805
13,0.17733,1.15175,0.0599474
14,0.159565,1.18313,0.0913206


Iteration:,2
Entropy:,0.543273
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.08655
1,0.555556,1.0846,0.00194747
2,0.258889,1.16926,0.0827169
3,0.121481,1.23225,0.145705
4,0.0316667,1.25621,0.169668
5,0.0386667,1.25457,0.168028
6,0.097037,1.23257,0.146026
7,0.146349,1.19505,0.108507
8,0.1875,1.1456,0.0590558
9,0.224938,1.08453,0.00201211
10,0.246222,1.03346,0.0530806
11,0.238182,1.06186,0.0246856
12,0.217778,1.11072,0.0241709
13,0.199316,1.14885,0.0623025
14,0.18,1.17986,0.0933108


Iteration:,3
Entropy:,0.545903
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.09181
1,0.560277,1.08882,0.00298534
2,0.26361,1.17379,0.0819841
3,0.12324,1.23833,0.146525
4,0.0352765,1.26196,0.170153
5,0.0343901,1.26026,0.168451
6,0.0893531,1.23847,0.146668
7,0.135596,1.20082,0.109015
8,0.174446,1.14993,0.0581252
9,0.204662,1.08876,0.0030436
10,0.222612,1.03866,0.053145
11,0.208208,1.06358,0.0282283
12,0.180649,1.11309,0.0212805
13,0.154253,1.15175,0.0599474
14,0.12893,1.18313,0.0913206


Averages
Entropy:,0.54843
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.09686
1,0.564294,1.0935,0.00336544
2,0.266238,1.18034,0.083476
3,0.126516,1.24413,0.147269
4,0.0362383,1.2677,0.170841
5,0.0343728,1.26561,0.16875
6,0.0927432,1.2431,0.146242
7,0.141976,1.205,0.108136
8,0.18404,1.15369,0.0568268
9,0.218052,1.09435,0.00250876
10,0.23654,1.04543,0.0514321
11,0.225908,1.06881,0.028047
12,0.202882,1.11774,0.020878
13,0.180535,1.15678,0.0599186
14,0.157968,1.18898,0.0921187


