Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 24
J1: 1,J2: -0.1,R1: 3,R2: 9,h = 6

Iteration:,0
Entropy:,0.122957
Corr Length:,6
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.245914
1,0.0682667,0.257085,0.0111711
2,0.192844,0.283458,0.0375436
3,0.282844,0.298104,0.0521904
4,0.3334,0.304286,0.0583719
5,0.360178,0.300391,0.0544774
6,0.375067,0.300391,0.0544774
7,0.385702,0.300391,0.0544774
8,0.393678,0.300391,0.0544774
9,0.399881,0.300391,0.0544774
10,0.404844,0.300391,0.0544774
11,0.409309,0.300391,0.0544774
12,0.413585,0.300391,0.0544774
13,0.417545,0.300391,0.0544774
14,0.421098,0.300391,0.0544774


Iteration:,1
Entropy:,0.122957
Corr Length:,6
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.245914
1,0.0682667,0.257085,0.0111711
2,0.192844,0.283458,0.0375436
3,0.282844,0.298104,0.0521904
4,0.3334,0.304286,0.0583719
5,0.360178,0.300391,0.0544774
6,0.375067,0.300391,0.0544774
7,0.385702,0.300391,0.0544774
8,0.393678,0.300391,0.0544774
9,0.399881,0.300391,0.0544774
10,0.404844,0.300391,0.0544774
11,0.408905,0.300391,0.0544774
12,0.412289,0.300391,0.0544774
13,0.414468,0.301343,0.0554294
14,0.415702,0.302331,0.0564174


Iteration:,2
Entropy:,0.0708106
Corr Length:,5
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.141621
1,0.0348444,0.146552,0.00493135
2,0.220711,0.162596,0.0209745
3,0.307378,0.172404,0.0307834
4,0.353489,0.178182,0.0365609
5,0.379378,0.177389,0.0357683
6,0.395156,0.177389,0.0357683
7,0.406425,0.177389,0.0357683
8,0.414878,0.177389,0.0357683
9,0.421452,0.177389,0.0357683
10,0.426711,0.177389,0.0357683
11,0.431014,0.177389,0.0357683
12,0.4346,0.177389,0.0357683
13,0.437634,0.177389,0.0357683
14,0.440235,0.177389,0.0357683


Iteration:,3
Entropy:,0.122957
Corr Length:,6
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.245914
1,0.0682667,0.257085,0.0111711
2,0.192844,0.283458,0.0375436
3,0.282844,0.298104,0.0521904
4,0.3334,0.304286,0.0583719
5,0.360178,0.300391,0.0544774
6,0.375067,0.300391,0.0544774
7,0.385702,0.300391,0.0544774
8,0.393678,0.300391,0.0544774
9,0.399881,0.300391,0.0544774
10,0.405289,0.300391,0.0544774
11,0.410319,0.300391,0.0544774
12,0.414881,0.300391,0.0544774
13,0.418913,0.300391,0.0544774
14,0.42221,0.300391,0.0544774


Averages
Entropy:,0.10992
Corr Length:,5
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.219841
1,0.0599111,0.229452,0.00961117
2,0.199811,0.253242,0.0334013
3,0.288978,0.266679,0.0468386
4,0.338422,0.27276,0.0529191
5,0.364978,0.269641,0.0498001
6,0.380089,0.269641,0.0498001
7,0.390883,0.269641,0.0498001
8,0.398978,0.269641,0.0498001
9,0.405274,0.269641,0.0498001
10,0.410422,0.269641,0.0498001
11,0.414887,0.269641,0.0498001
12,0.418839,0.269641,0.0498001
13,0.42214,0.269879,0.0500381
14,0.424811,0.270126,0.0502852


