Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 4
J1: 0,J2: -0.1,R1: 1,R2: 4,h = 0

Iteration:,0
Entropy:,0.692792
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38558
1,0.214844,1.57315,0.187569
2,0.206267,1.33288,0.0527069
3,0.211822,1.26693,0.118654
4,0.0365111,1.52481,0.139228
5,0.159733,1.58169,0.196104
6,0.0589185,1.54891,0.16333
7,0.0905524,1.40875,0.0231713
8,0.100433,1.38333,0.00224956
9,0.0170667,1.50481,0.119227
10,0.0868444,1.55629,0.170704
11,0.0362586,1.53062,0.145041
12,0.0492296,1.46247,0.076886
13,0.0540444,1.45268,0.067093
14,0.00976508,1.50298,0.117399


Iteration:,1
Entropy:,0.692515
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38503
1,0.22318,1.57408,0.189052
2,0.173486,1.34785,0.0371825
3,0.190894,1.25702,0.128014
4,0.020958,1.51856,0.133532
5,0.114291,1.58073,0.195704
6,0.0491062,1.5531,0.16807
7,0.0571372,1.40963,0.0246048
8,0.0668198,1.37131,0.0137194
9,0.0135506,1.5064,0.121367
10,0.0607358,1.56305,0.178022
11,0.0183318,1.53314,0.148111
12,0.0470049,1.43616,0.0511267
13,0.0451958,1.42461,0.0395791
14,0.0184183,1.51352,0.128492


Iteration:,2
Entropy:,0.692792
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38558
1,0.248178,1.57847,0.192882
2,0.201822,1.36967,0.0159159
3,0.254785,1.23354,0.152046
4,0.00484444,1.49645,0.110867
5,0.144622,1.57852,0.192941
6,0.0970667,1.569,0.183412
7,0.0457905,1.45426,0.0686795
8,0.0907111,1.36679,0.0187933
9,0.0288593,1.4535,0.0679168
10,0.0466222,1.54418,0.1586
11,0.049996,1.55616,0.17058
12,0.00219259,1.50597,0.120388
13,0.0355829,1.43997,0.0543894
14,0.0284889,1.44792,0.0623377


Iteration:,3
Entropy:,0.692592
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38518
1,0.207778,1.57141,0.186226
2,0.278889,1.32826,0.056922
3,0.252222,1.28458,0.100601
4,0.0677778,1.53085,0.145666
5,0.191333,1.57881,0.193625
6,0.0492593,1.53643,0.151249
7,0.112222,1.41035,0.0251637
8,0.0855556,1.42016,0.0349789
9,0.0349383,1.51498,0.1298
10,0.0804444,1.54458,0.159398
11,0.0079798,1.51041,0.125231
12,0.0535185,1.46754,0.0823572
13,0.0294872,1.47898,0.0938008
14,0.0284127,1.51111,0.125928


Averages
Entropy:,0.692672
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38534
1,0.223495,1.57428,0.188932
2,0.215116,1.34466,0.0406818
3,0.227431,1.26052,0.124829
4,0.0325228,1.51767,0.132324
5,0.152495,1.57994,0.194594
6,0.0635877,1.55186,0.166515
7,0.0764256,1.42075,0.0354048
8,0.0858799,1.3854,0.0174353
9,0.0236037,1.49492,0.109578
10,0.0686617,1.55203,0.166681
11,0.0281415,1.53259,0.147241
12,0.0379864,1.46803,0.0826894
13,0.0410776,1.44906,0.0637156
14,0.0212713,1.49388,0.108539


