Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 21
J1: 1,J2: -0.1,R1: 3,R2: 9,h = -3

Iteration:,0
Entropy:,0.495747
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.991493
1,0.498622,0.977774,0.013719
2,0.204178,1.06866,0.0771681
3,0.0719556,1.12602,0.134528
4,0.0180444,1.15155,0.160052
5,0.0822667,1.15064,0.159151
6,0.130267,1.13343,0.141938
7,0.158203,1.11423,0.122738
8,0.1736,1.10128,0.109785
9,0.18039,1.09605,0.104559
10,0.180044,1.09731,0.105819
11,0.175115,1.10137,0.109875
12,0.166193,1.10791,0.116421
13,0.157959,1.11323,0.121739
14,0.15106,1.11681,0.125316


Iteration:,1
Entropy:,0.504989
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.00998
1,0.496844,1.01316,0.00318664
2,0.191289,1.11004,0.100066
3,0.049437,1.16164,0.151661
4,0.0470444,1.17387,0.163897
5,0.114711,1.1578,0.147823
6,0.158711,1.12902,0.119039
7,0.181251,1.10646,0.0964801
8,0.188711,1.09714,0.0871613
9,0.186365,1.0977,0.0877235
10,0.181156,1.10272,0.0927456
11,0.175681,1.10895,0.0989732
12,0.170378,1.11582,0.105846
13,0.165891,1.12256,0.112581
14,0.161886,1.12854,0.118563


Iteration:,2
Entropy:,0.544591
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.08918
1,0.54681,1.0988,0.00961929
2,0.235699,1.19919,0.110009
3,0.0912543,1.25134,0.162161
4,0.00819012,1.25984,0.170655
5,0.0825235,1.23558,0.146402
6,0.136894,1.19221,0.103031
7,0.166206,1.15047,0.0612895
8,0.174301,1.12738,0.0382005
9,0.16603,1.13148,0.0422985
10,0.149412,1.15001,0.0608252
11,0.128342,1.173,0.0838142
12,0.106894,1.19521,0.106027
13,0.08772,1.21195,0.122773
14,0.0750949,1.2224,0.133219


Iteration:,3
Entropy:,0.468007
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.936014
1,0.446914,0.938687,0.00267318
2,0.149136,1.02835,0.0923381
3,0.0180247,1.0782,0.142188
4,0.0697531,1.09244,0.156427
5,0.132642,1.07946,0.143442
6,0.176049,1.05194,0.115931
7,0.204832,1.02463,0.0886164
8,0.220864,1.0107,0.0746824
9,0.224938,1.01596,0.0799479
10,0.223309,1.02985,0.093834
11,0.216723,1.04526,0.109247
12,0.208827,1.05742,0.121403
13,0.201804,1.0655,0.129484
14,0.196261,1.07034,0.134322


Averages
Entropy:,0.503333
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.00667
1,0.497298,1.00711,0.00729953
2,0.195075,1.10156,0.0948954
3,0.0576679,1.1543,0.147634
4,0.035758,1.16942,0.162758
5,0.103036,1.15587,0.149205
6,0.15048,1.12665,0.119985
7,0.177623,1.09895,0.0922811
8,0.189369,1.08412,0.0774574
9,0.189431,1.0853,0.0786322
10,0.18348,1.09497,0.0883061
11,0.173965,1.10714,0.100477
12,0.163073,1.11909,0.112424
13,0.153343,1.12831,0.121644
14,0.146075,1.13452,0.127855


