Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 7
J1: 0,J2: -0.1,R1: 1,R2: 6,h = 0

Iteration:,0
Entropy:,0.693125
Corr Length:,4
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38625
1,0.473289,1.56836,0.182108
2,0.0056,1.56169,0.175445
3,0.30523,1.35836,0.0278908
4,0.415044,1.16936,0.216893
5,0.184044,1.33377,0.052482
6,0.0636593,1.51276,0.126508
7,0.259321,1.58269,0.196437
8,0.2794,1.58451,0.198262
9,0.093042,1.55883,0.172576
10,0.0960444,1.4457,0.0594466
11,0.230347,1.28417,0.102082
12,0.190044,1.2944,0.0918525
13,0.0321812,1.4572,0.0709465
14,0.12059,1.56007,0.173816


Iteration:,1
Entropy:,0.693085
Corr Length:,4
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38617
1,0.488765,1.56429,0.178119
2,0.00320988,1.56765,0.181475
3,0.29642,1.38288,0.00329268
4,0.407346,1.18959,0.196582
5,0.216568,1.32396,0.062215
6,0.0128395,1.49206,0.105889
7,0.188765,1.57314,0.186966
8,0.223765,1.58399,0.197819
9,0.11716,1.56504,0.178866
10,0.0227901,1.48776,0.101587
11,0.10982,1.38843,0.00226381
12,0.111235,1.36347,0.0226985
13,0.0483286,1.43656,0.0503899
14,0.0252734,1.51619,0.130023


Iteration:,2
Entropy:,0.693058
Corr Length:,4
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38612
1,0.475378,1.56769,0.181569
2,0.0420444,1.54564,0.159527
3,0.197956,1.36352,0.022594
4,0.284067,1.21522,0.170897
5,0.161067,1.33808,0.0480329
6,0.0301926,1.52023,0.134111
7,0.174425,1.58128,0.195159
8,0.2026,1.58464,0.198525
9,0.0911802,1.55761,0.171491
10,0.0624,1.43538,0.0492623
11,0.163612,1.3062,0.0799197
12,0.151844,1.31852,0.0675959
13,0.0422291,1.46237,0.0762496
14,0.0879175,1.56212,0.175999


Iteration:,3
Entropy:,0.693085
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38617
1,0.477654,1.56719,0.181016
2,0.124321,1.5576,0.171434
3,0.117901,1.36243,0.0237452
4,0.224012,1.18223,0.203943
5,0.146346,1.33438,0.0517893
6,0.00679012,1.51196,0.12579
7,0.129083,1.58206,0.195891
8,0.176265,1.5847,0.198532
9,0.0946914,1.56017,0.173994
10,0.0343457,1.44557,0.0593996
11,0.144164,1.29198,0.0941914
12,0.153457,1.29921,0.0869656
13,0.05585,1.45529,0.0691192
14,0.0679718,1.55913,0.172961


Averages
Entropy:,0.693089
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38618
1,0.478772,1.56688,0.180703
2,0.0437938,1.55815,0.17197
3,0.229377,1.3668,0.0193806
4,0.332617,1.1891,0.197079
5,0.177006,1.33255,0.0536298
6,0.0283704,1.50925,0.123075
7,0.187899,1.57979,0.193613
8,0.220508,1.58446,0.198285
9,0.0990185,1.56041,0.174232
10,0.0538951,1.4536,0.067424
11,0.161986,1.31769,0.0696143
12,0.151645,1.3189,0.0672781
13,0.0446472,1.45285,0.0666763
14,0.0754383,1.54938,0.1632


