Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 9
J1: 0,J2: -0.1,R1: 1,R2: 13,h = 0

Iteration:,0
Entropy:,0.693145
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38629
1,0.733328,1.43317,0.0468826
2,0.463328,1.52734,0.141052
3,0.291106,1.58334,0.197046
4,0.181106,1.56916,0.182874
5,0.0671062,1.4932,0.106908
6,0.0333383,1.36443,0.021855
7,0.137148,1.17062,0.215672
8,0.171949,1.11516,0.271126
9,0.155807,1.22127,0.165019
10,0.116449,1.33403,0.0522548
11,0.0650554,1.43283,0.0465405
12,0.000920988,1.51468,0.128392
13,0.0734993,1.56637,0.180083
14,0.156344,1.5849,0.198612


Iteration:,1
Entropy:,0.693145
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38629
1,0.733328,1.43317,0.0468826
2,0.467773,1.52574,0.139455
3,0.294069,1.58334,0.197046
4,0.18444,1.56929,0.182996
5,0.0693284,1.4932,0.106908
6,0.0322272,1.36473,0.0215571
7,0.138735,1.17062,0.215672
8,0.169172,1.11483,0.271463
9,0.150622,1.22127,0.165019
10,0.113116,1.33327,0.0530201
11,0.0622272,1.43283,0.0465405
12,0.00277284,1.51434,0.128054
13,0.0741831,1.56637,0.180083
14,0.15809,1.58491,0.198619


Iteration:,2
Entropy:,0.693145
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38629
1,0.757773,1.41143,0.0251417
2,0.421106,1.52787,0.141578
3,0.250365,1.58032,0.194033
4,0.11944,1.57528,0.188991
5,0.00799506,1.52001,0.133724
6,0.0888938,1.42556,0.0392704
7,0.161275,1.32038,0.0659076
8,0.191394,1.2466,0.139691
9,0.175314,1.24939,0.136897
10,0.132005,1.31394,0.0723497
11,0.0759645,1.39593,0.00963679
12,0.0131531,1.47308,0.086793
13,0.0482002,1.53163,0.145337
14,0.098884,1.56523,0.178941


Iteration:,3
Entropy:,0.693145
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38629
1,0.733328,1.43317,0.0468826
2,0.357773,1.52628,0.13999
3,0.150365,1.58334,0.197046
4,0.00944938,1.56929,0.182996
5,0.149783,1.4932,0.106908
6,0.276672,1.36503,0.0212593
7,0.397148,1.17062,0.215672
8,0.39556,1.11516,0.271126
9,0.277289,1.22127,0.165019
10,0.164449,1.33346,0.0528287
11,0.0577827,1.43283,0.0465405
12,0.0451802,1.51426,0.12797
13,0.142559,1.56637,0.180083
14,0.237297,1.58491,0.198621


Averages
Entropy:,0.693145
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38629
1,0.73944,1.42774,0.0414474
2,0.427495,1.52681,0.140519
3,0.246477,1.58258,0.196293
4,0.123609,1.57075,0.184464
5,0.0735531,1.4999,0.113612
6,0.107783,1.37994,0.0259855
7,0.208576,1.20806,0.178231
8,0.232019,1.14794,0.238352
9,0.189758,1.2283,0.157989
10,0.131505,1.32868,0.0576133
11,0.0652575,1.4236,0.0373146
12,0.0155068,1.50409,0.117802
13,0.0846104,1.55769,0.171396
14,0.162654,1.57999,0.193698


