Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 23
J1: 1,J2: -0.1,R1: 3,R2: 9,h = 3

Iteration:,0
Entropy:,0.486223
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.972446
1,0.466711,0.980474,0.00802841
2,0.167822,1.07056,0.0981148
3,0.032637,1.12078,0.148335
4,0.0571778,1.13238,0.15993
5,0.123067,1.11457,0.14212
6,0.167733,1.08199,0.109544
7,0.197098,1.05001,0.0775663
8,0.207456,1.03702,0.064572
9,0.206375,1.04322,0.0707744
10,0.196844,1.06194,0.0894974
11,0.183794,1.08189,0.109443
12,0.172178,1.09762,0.125171
13,0.162349,1.10773,0.135287
14,0.156463,1.11354,0.141093


Iteration:,1
Entropy:,0.430342
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.860683
1,0.397921,0.862844,0.00216058
2,0.103477,0.947969,0.0872863
3,0.0257827,0.9953,0.134616
4,0.110968,1.00881,0.148127
5,0.167412,0.997604,0.136921
6,0.209857,0.971726,0.111042
7,0.235095,0.946997,0.0863143
8,0.249857,0.931927,0.0712443
9,0.255165,0.932246,0.0715626
10,0.253412,0.944699,0.0840154
11,0.246725,0.959009,0.0983254
12,0.236153,0.97345,0.112767
13,0.225156,0.984436,0.123753
14,0.216365,0.991116,0.130432


Iteration:,2
Entropy:,0.392674
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.785349
1,0.333333,0.807085,0.0217359
2,0.0388889,0.883765,0.0984157
3,0.0837037,0.919292,0.133943
4,0.165,0.921923,0.136574
5,0.209778,0.903643,0.118295
6,0.235556,0.883471,0.0981221
7,0.248889,0.869381,0.0840325
8,0.255833,0.867758,0.0824091
9,0.258765,0.875659,0.0903104
10,0.260222,0.884944,0.0995949
11,0.262626,0.893265,0.107916
12,0.26463,0.899421,0.114072
13,0.268376,0.901478,0.116129
14,0.27254,0.901348,0.115999


Iteration:,3
Entropy:,0.478066
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.956133
1,0.481699,0.933279,0.0228539
2,0.190588,1.01924,0.0631056
3,0.0572543,1.08007,0.123938
4,0.031079,1.10898,0.152843
5,0.100523,1.114,0.157864
6,0.158301,1.09976,0.143627
7,0.201793,1.07367,0.117541
8,0.224135,1.04915,0.0930125
9,0.233857,1.03328,0.0771455
10,0.235635,1.02687,0.0707414
11,0.230624,1.03009,0.0739603
12,0.223301,1.03776,0.0816263
13,0.212831,1.04867,0.0925331
14,0.203222,1.05973,0.103593


Averages
Entropy:,0.446826
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.893653
1,0.419916,0.89592,0.0136947
2,0.125194,0.980383,0.0867306
3,0.0498444,1.02886,0.135208
4,0.0910562,1.04302,0.149369
5,0.150195,1.03245,0.1388
6,0.192862,1.00924,0.115584
7,0.220719,0.985016,0.0913634
8,0.23432,0.971462,0.0778095
9,0.238541,0.971101,0.0774482
10,0.236528,0.979615,0.0859623
11,0.230943,0.991064,0.0974112
12,0.224065,1.00206,0.108409
13,0.217178,1.01058,0.116925
14,0.212147,1.01643,0.12278


