Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 16
J1: 0,J2: -0.1,R1: 9,R2: 12,h = -3

Iteration:,0
Entropy:,0.673902
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.3478
1,0.74398,1.35646,0.00865169
2,0.458425,1.46092,0.113116
3,0.311388,1.52655,0.178745
4,0.214536,1.54328,0.195477
5,0.131536,1.52848,0.180674
6,0.0602765,1.48908,0.141278
7,0.00586102,1.42955,0.0817459
8,0.0643531,1.35639,0.00858188
9,0.112316,1.28803,0.0597794
10,0.143798,1.24085,0.106956
11,0.142888,1.26087,0.0869332
12,0.117316,1.32097,0.026833
13,0.0837121,1.38085,0.03305
14,0.0512578,1.42515,0.0773412


Iteration:,1
Entropy:,0.670695
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.34139
1,0.742099,1.34678,0.00539268
2,0.395432,1.45262,0.111227
3,0.221358,1.51935,0.177961
4,0.0937654,1.53623,0.194839
5,0.00945679,1.5162,0.174815
6,0.0897531,1.47224,0.130847
7,0.146155,1.41589,0.074503
8,0.187346,1.35851,0.0171179
9,0.221852,1.30007,0.0413146
10,0.243457,1.25389,0.0875005
11,0.24073,1.24263,0.0987614
12,0.190123,1.298,0.0433888
13,0.131235,1.36096,0.0195674
14,0.0712346,1.42238,0.0809925


Iteration:,2
Entropy:,0.674773
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.34955
1,0.75681,1.34653,0.00301365
2,0.414588,1.45358,0.104036
3,0.240514,1.52351,0.173963
4,0.110143,1.54516,0.195617
5,0.00480988,1.52798,0.178431
6,0.0813383,1.48061,0.131069
7,0.147,1.41864,0.0690933
8,0.197357,1.34907,0.000471761
9,0.2264,1.29012,0.0594225
10,0.23919,1.24789,0.101653
11,0.219352,1.25429,0.0952597
12,0.17319,1.30477,0.0447732
13,0.121139,1.36432,0.0147768
14,0.0669996,1.42231,0.0727633


Iteration:,3
Entropy:,0.673902
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.3478
1,0.748425,1.35198,0.00417646
2,0.462869,1.45622,0.108413
3,0.312869,1.52485,0.177047
4,0.213425,1.54328,0.195477
5,0.13198,1.52848,0.180674
6,0.0602765,1.48862,0.140818
7,0.000805644,1.43031,0.0825033
8,0.0565753,1.35337,0.00556911
9,0.0972543,1.28236,0.0654482
10,0.124909,1.23794,0.109866
11,0.129353,1.26087,0.0869332
12,0.11176,1.31956,0.0282459
13,0.0888403,1.37641,0.0286073
14,0.0626864,1.42447,0.0766635


Averages
Entropy:,0.673318
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.34664
1,0.747828,1.35044,0.00530862
2,0.432828,1.45583,0.109198
3,0.271532,1.52357,0.176929
4,0.157967,1.54199,0.195353
5,0.0694457,1.52528,0.178649
6,0.0729111,1.48264,0.136003
7,0.0749554,1.4236,0.0769613
8,0.126408,1.35434,0.00793516
9,0.164456,1.29014,0.0564911
10,0.187838,1.24514,0.101494
11,0.183081,1.25466,0.0919719
12,0.148098,1.31083,0.0358102
13,0.106231,1.37064,0.0240004
14,0.0630446,1.42358,0.0769401


