Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 6
J1: 0,J2: -0.1,R1: 1,R2: 6,h = -3

Iteration:,0
Entropy:,0.612735
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.22547
1,0.381314,1.39477,0.169294
2,0.000202469,1.3768,0.151334
3,0.161649,1.24336,0.0178856
4,0.193131,1.16683,0.0586412
5,0.147131,1.23493,0.00946
6,0.0494272,1.35505,0.129578
7,0.0200437,1.40179,0.176322
8,0.0202025,1.40328,0.177807
9,0.0322667,1.37729,0.15182
10,0.0904642,1.32352,0.0980481
11,0.128585,1.27406,0.0485874
12,0.124427,1.28021,0.0547388
13,0.0882591,1.3275,0.102029
14,0.0475753,1.36582,0.140348


Iteration:,1
Entropy:,0.613662
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.22732
1,0.387511,1.39542,0.168091
2,0.00751111,1.38004,0.152711
3,0.171007,1.23335,0.00602455
4,0.2086,1.15683,0.0704994
5,0.168044,1.21845,0.00887693
6,0.0436,1.35951,0.132189
7,0.0573524,1.40934,0.182015
8,0.0719556,1.41195,0.184628
9,0.0156988,1.38492,0.157593
10,0.115156,1.29879,0.0714705
11,0.177943,1.20529,0.0220366
12,0.167489,1.22353,0.00379179
13,0.0972752,1.31747,0.090149
14,5.07937e-05,1.39416,0.166832


Iteration:,2
Entropy:,0.615498
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.231
1,0.386543,1.40018,0.169182
2,0.0467901,1.38675,0.155751
3,0.240864,1.24411,0.0131093
4,0.26179,1.15642,0.0745787
5,0.183235,1.22357,0.00743018
6,0.0182716,1.35783,0.126829
7,0.110353,1.41109,0.180092
8,0.106265,1.41518,0.184179
9,0.0183951,1.39204,0.161043
10,0.143901,1.31545,0.0844485
11,0.199719,1.23387,0.00287622
12,0.177716,1.23293,0.00193184
13,0.0891833,1.31491,0.0839182
14,0.0135273,1.38817,0.157172


Iteration:,3
Entropy:,0.618209
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.23642
1,0.380573,1.40829,0.17187
2,0.0560938,1.38885,0.152437
3,0.245353,1.24528,0.00886079
4,0.260538,1.16744,0.0689735
5,0.201649,1.21552,0.0208941
6,0.0309086,1.36323,0.126815
7,0.106605,1.41978,0.183364
8,0.118073,1.42215,0.185734
9,0.0102914,1.3953,0.158885
10,0.135205,1.30728,0.070867
11,0.197811,1.22378,0.0126388
12,0.184798,1.22437,0.0120448
13,0.110367,1.31217,0.0757566
14,0.00517601,1.40028,0.163866


Averages
Entropy:,0.615026
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.23005
1,0.383985,1.39966,0.16961
2,0.0276494,1.38311,0.153058
3,0.204719,1.24152,0.0114701
4,0.231015,1.16188,0.0681732
5,0.175015,1.22312,0.0116653
6,0.0355519,1.3589,0.128852
7,0.0735884,1.4105,0.180448
8,0.0791241,1.41314,0.183087
9,0.019163,1.38739,0.157335
10,0.121181,1.31126,0.0812085
11,0.176015,1.23425,0.0215347
12,0.163607,1.24026,0.0181268
13,0.0962712,1.31802,0.0879632
14,0.0165824,1.38711,0.157054


