Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 14
J1: 0,J2: -0.1,R1: 4,R2: 12,h = 0

Iteration:,0
Entropy:,0.693137
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38627
1,0.733314,1.43316,0.0468851
2,0.465536,1.52627,0.139991
3,0.293314,1.58332,0.197045
4,0.182758,1.56902,0.182748
5,0.0706469,1.49318,0.106902
6,0.0281679,1.36381,0.0224638
7,0.129226,1.17058,0.215693
8,0.176964,1.11411,0.272162
9,0.159279,1.22124,0.165038
10,0.119131,1.3342,0.0520771
11,0.0674945,1.43281,0.0465312
12,0.000720988,1.51483,0.128555
13,0.0704076,1.56635,0.18008
14,0.152679,1.58488,0.198602


Iteration:,1
Entropy:,0.693137
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38627
1,0.733314,1.43316,0.0468851
2,0.358869,1.52573,0.139457
3,0.153314,1.58332,0.197045
4,0.00613086,1.56927,0.182993
5,0.147131,1.49318,0.106902
6,0.275946,1.36471,0.0215692
7,0.397798,1.17058,0.215693
8,0.399186,1.11479,0.271488
9,0.278785,1.22124,0.165038
10,0.164909,1.33343,0.0528422
11,0.0596157,1.43281,0.0465312
12,0.0429432,1.51432,0.128048
13,0.140322,1.56635,0.18008
14,0.237282,1.58489,0.198617


Iteration:,2
Entropy:,0.693137
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38627
1,0.733314,1.43316,0.0468851
2,0.467758,1.52627,0.139991
3,0.295536,1.58332,0.197045
4,0.185536,1.56902,0.182748
5,0.0719802,1.49318,0.106902
6,0.0296494,1.36381,0.0224638
7,0.134623,1.17058,0.215693
8,0.17752,1.11411,0.272162
9,0.157057,1.22124,0.165038
10,0.117798,1.3342,0.0520771
11,0.0664844,1.43281,0.0465312
12,0.000575309,1.51483,0.128555
13,0.0710914,1.56635,0.18008
14,0.155218,1.58488,0.198602


Iteration:,3
Entropy:,0.693026
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38605
1,0.733091,1.43297,0.0469224
2,0.469758,1.52445,0.1384
3,0.293091,1.58309,0.197035
4,0.184758,1.56948,0.18343
5,0.067758,1.49285,0.106799
6,0.0291309,1.36609,0.0199672
7,0.134528,1.17004,0.216014
8,0.166909,1.11622,0.269836
9,0.149378,1.22073,0.165319
10,0.111575,1.3332,0.0528534
11,0.0574137,1.43244,0.046391
12,0.00735062,1.51384,0.12779
13,0.079929,1.56616,0.180112
14,0.159599,1.58466,0.19861


Averages
Entropy:,0.69311
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38622
1,0.733258,1.43311,0.0468944
2,0.44048,1.52568,0.13946
3,0.258814,1.58326,0.197043
4,0.139796,1.5692,0.18298
5,0.089379,1.49309,0.106876
6,0.0907235,1.3646,0.021616
7,0.199044,1.17045,0.215773
8,0.230145,1.11481,0.271412
9,0.186125,1.22111,0.165108
10,0.128353,1.33376,0.0524625
11,0.0627521,1.43272,0.0464962
12,0.0128975,1.51446,0.128237
13,0.0904375,1.56631,0.180088
14,0.176195,1.58483,0.198608


