Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 13
J1: 1,J2: -0.1,R1: 1,R2: 14,h = -3

Iteration:,0
Entropy:,0.691346
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38269
1,0.7964,1.36611,0.0165841
2,0.453067,1.48242,0.0997272
3,0.277881,1.5533,0.170608
4,0.1464,1.5806,0.19791
5,0.0332889,1.56781,0.185118
6,0.0687852,1.51872,0.136026
7,0.156933,1.43905,0.0563542
8,0.216933,1.35134,0.0313565
9,0.242859,1.28808,0.0946163
10,0.2436,1.2624,0.120295
11,0.222994,1.27487,0.107824
12,0.183044,1.3161,0.0665938
13,0.126164,1.37856,0.00413171
14,0.0623302,1.44423,0.06154


Iteration:,1
Entropy:,0.691477
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38295
1,0.796662,1.36632,0.0166361
2,0.449995,1.48337,0.100414
3,0.272958,1.55211,0.169158
4,0.13944,1.58077,0.197811
5,0.0259951,1.56883,0.185879
6,0.077042,1.52114,0.138181
7,0.167465,1.44151,0.0585563
8,0.231116,1.34952,0.0334299
9,0.256672,1.28092,0.102032
10,0.249338,1.2577,0.125253
11,0.218086,1.27367,0.109287
12,0.171301,1.31825,0.0647005
13,0.114108,1.37929,0.00366473
14,0.0523859,1.44324,0.0602818


Iteration:,2
Entropy:,0.691477
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38295
1,0.79444,1.36872,0.0142382
2,0.449995,1.48337,0.100414
3,0.273699,1.55675,0.173801
4,0.142217,1.58115,0.198196
5,0.0295506,1.56578,0.182831
6,0.0703753,1.5147,0.131746
7,0.15191,1.44008,0.0571273
8,0.202227,1.36268,0.0202732
9,0.224573,1.30412,0.0788345
10,0.227338,1.27203,0.110922
11,0.213237,1.27522,0.107734
12,0.177598,1.31248,0.0704732
13,0.122313,1.37797,0.00498721
14,0.0603224,1.44575,0.0627998


Iteration:,3
Entropy:,0.69121
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38242
1,0.796128,1.36589,0.0165302
2,0.449462,1.48,0.0975811
3,0.273165,1.55185,0.169427
4,0.140573,1.58007,0.197651
5,0.0272395,1.56854,0.186123
6,0.0757235,1.5204,0.137983
7,0.169903,1.43882,0.056395
8,0.236649,1.34506,0.0373617
9,0.260909,1.27958,0.102837
10,0.249649,1.25898,0.123445
11,0.217811,1.27508,0.107343
12,0.17202,1.31918,0.0632418
13,0.117718,1.37993,0.00249433
14,0.0578399,1.4439,0.0614802


Averages
Entropy:,0.691378
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38276
1,0.795907,1.36676,0.0159972
2,0.45063,1.48229,0.099534
3,0.274426,1.5535,0.170748
4,0.142157,1.58065,0.197892
5,0.0290185,1.56774,0.184988
6,0.0729815,1.51874,0.135984
7,0.161553,1.43986,0.0571082
8,0.221731,1.35215,0.0306053
9,0.246253,1.28818,0.0945798
10,0.242481,1.26278,0.119979
11,0.218032,1.27471,0.108047
12,0.175991,1.3165,0.0662523
13,0.120075,1.37894,0.00381949
14,0.0582196,1.44428,0.0615254


