Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 34
J1: 1,J2: -0.1,R1: 7,R2: 14,h = 0

Iteration:,0
Entropy:,0.69273
Corr Length:,5
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38546
1,0.925832,1.1895,0.195957
2,0.641388,1.29528,0.0901835
3,0.52361,1.37547,0.0099907
4,0.448054,1.43808,0.0526183
5,0.389388,1.48698,0.10152
6,0.338795,1.52446,0.138996
7,0.292499,1.55222,0.166756
8,0.249165,1.57088,0.18542
9,0.207807,1.58127,0.195815
10,0.167832,1.584,0.198536
11,0.129468,1.57953,0.194066
12,0.0921284,1.5682,0.18274
13,0.0555757,1.55022,0.164765
14,0.0196416,1.5258,0.140344


Iteration:,1
Entropy:,-0
Corr Length:,4
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0
1,0,-0,0
2,0.25,-0,0
3,0.333333,-0,0
4,0.375,-0,0
5,0.4,-0,0
6,0.416667,-0,0
7,0.428571,-0,0
8,0.4375,-0,0
9,0.444444,-0,0
10,0.45,-0,0
11,0.454545,-0,0
12,0.458333,-0,0
13,0.461538,-0,0
14,0.464286,-0,0


Iteration:,2
Entropy:,-0
Corr Length:,4
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0
1,0,-0,0
2,0.25,-0,0
3,0.333333,-0,0
4,0.375,-0,0
5,0.4,-0,0
6,0.416667,-0,0
7,0.428571,-0,0
8,0.4375,-0,0
9,0.444444,-0,0
10,0.45,-0,0
11,0.454545,-0,0
12,0.458333,-0,0
13,0.461538,-0,0
14,0.464286,-0,0


Iteration:,3
Entropy:,0.683931
Corr Length:,5
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.36786
1,0.910514,1.17218,0.195678
2,0.62718,1.27859,0.0892742
3,0.510514,1.35896,0.00890486
4,0.435514,1.42153,0.0536649
5,0.376736,1.47025,0.102385
6,0.326069,1.50743,0.13957
7,0.280355,1.53458,0.166722
8,0.237458,1.55274,0.184879
9,0.19644,1.56265,0.194788
10,0.156736,1.56486,0.196994
11,0.117988,1.55976,0.191897
12,0.079958,1.54765,0.179783
13,0.0431632,1.52894,0.161079
14,0.0116247,1.50581,0.137947


Averages
Entropy:,0.344165
Corr Length:,4
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.688331
1,0.459086,0.590422,0.0979086
2,0.442142,0.643466,0.0448644
3,0.425198,0.683607,0.00472389
4,0.408392,0.714901,0.0265708
5,0.391531,0.739307,0.0509763
6,0.374549,0.757972,0.0696415
7,0.357499,0.7717,0.0833694
8,0.340406,0.780905,0.0925748
9,0.323284,0.785981,0.0976509
10,0.306142,0.787213,0.0988826
11,0.289137,0.784821,0.0964906
12,0.272188,0.778961,0.0906307
13,0.255454,0.769791,0.081461
14,0.239959,0.757903,0.0695727


