Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 5
J1: 1,J2: -0.1,R1: 1,R2: 5,h = 2

Iteration:,0
Entropy:,0.471393
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.942787
1,0.279289,1.07313,0.130348
2,0.0573778,1.09022,0.147429
3,0.15923,1.04039,0.0976028
4,0.187378,1.02863,0.085843
5,0.183378,1.05128,0.108493
6,0.172193,1.06856,0.125772
7,0.169917,1.07249,0.1297
8,0.180433,1.06679,0.124005
9,0.193551,1.05956,0.116772
10,0.199378,1.05813,0.115347
11,0.195459,1.06316,0.120371
12,0.187007,1.06847,0.125685
13,0.183446,1.06737,0.124582
14,0.1896,1.06232,0.119534


Iteration:,1
Entropy:,0.45412
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.90824
1,0.277017,1.02907,0.120829
2,0.0796494,1.05378,0.14554
3,0.179279,1.01017,0.101932
4,0.200205,1.00013,0.0918894
5,0.193649,1.01376,0.105523
6,0.181872,1.0273,0.119064
7,0.179491,1.0332,0.124962
8,0.187149,1.03153,0.123288
9,0.194588,1.02794,0.119704
10,0.197649,1.02965,0.121407
11,0.200963,1.0334,0.125164
12,0.204835,1.03272,0.124479
13,0.208453,1.02816,0.119918
14,0.211078,1.02675,0.118511


Iteration:,2
Entropy:,0.430342
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.860683
1,0.260143,0.974286,0.113603
2,0.0787457,1.00369,0.143004
3,0.178375,0.964775,0.104092
4,0.205412,0.949776,0.0890932
5,0.203412,0.961356,0.100673
6,0.200968,0.973238,0.112554
7,0.204619,0.978486,0.117803
8,0.21069,0.980869,0.120186
9,0.215165,0.981205,0.120521
10,0.218301,0.980034,0.119351
11,0.220665,0.979573,0.11889
12,0.223375,0.980961,0.120277
13,0.228233,0.981938,0.121255
14,0.232079,0.980274,0.119591


Iteration:,3
Entropy:,0.43967
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.87934
1,0.262044,0.998047,0.118707
2,0.0846222,1.02219,0.142852
3,0.186844,0.977411,0.0980709
4,0.213511,0.96334,0.0840004
5,0.2104,0.981535,0.102195
6,0.200919,0.998605,0.119265
7,0.189702,1.00542,0.126078
8,0.184344,1.0067,0.127358
9,0.188079,1.00532,0.125984
10,0.200622,1.00094,0.1216
11,0.212501,0.996062,0.116722
12,0.214252,0.995379,0.11604
13,0.210434,0.998077,0.118737
14,0.208432,1.00083,0.121491


Averages
Entropy:,0.448881
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.897762
1,0.269623,1.01863,0.120872
2,0.0750988,1.04247,0.144706
3,0.175932,0.998187,0.100424
4,0.201627,0.985469,0.0877065
5,0.19771,1.00198,0.104221
6,0.188988,1.01693,0.119164
7,0.185932,1.0224,0.124636
8,0.190654,1.02147,0.123709
9,0.197846,1.01851,0.120745
10,0.203988,1.01719,0.119426
11,0.207397,1.01805,0.120287
12,0.207367,1.01938,0.12162
13,0.207642,1.01889,0.121123
14,0.210297,1.01754,0.119782


