Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 17
J1: 0,J2: -0.1,R1: 9,R2: 12,h = 0

Iteration:,0
Entropy:,0.693147
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38629
1,0.8,1.369,0.0172988
2,0.512222,1.48336,0.0970614
3,0.371111,1.55649,0.1702
4,0.261667,1.58452,0.198224
5,0.174222,1.57256,0.186268
6,0.0848148,1.52272,0.136425
7,0.0126984,1.44825,0.061953
8,0.0513889,1.35889,0.0274004
9,0.0955556,1.27914,0.107156
10,0.116222,1.25163,0.134665
11,0.11697,1.27423,0.112063
12,0.101481,1.32847,0.0578263
13,0.0707692,1.39539,0.00909667
14,0.0342857,1.45538,0.0690841


Iteration:,1
Entropy:,0.693108
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38622
1,0.724365,1.44055,0.0543301
2,0.445477,1.53292,0.146702
3,0.296217,1.58006,0.193844
4,0.207699,1.58273,0.196518
5,0.134143,1.56064,0.174422
6,0.0747358,1.52101,0.134795
7,0.0221432,1.46728,0.081065
8,0.022579,1.40758,0.0213599
9,0.0679802,1.33578,0.050435
10,0.104301,1.26422,0.121999
11,0.0887659,1.30731,0.0789047
12,0.0595235,1.37967,0.0065489
13,0.0347799,1.4346,0.0483848
14,0.014206,1.47299,0.0867697


Iteration:,2
Entropy:,0.693125
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38625
1,0.795511,1.37374,0.0125073
2,0.509956,1.48478,0.0985297
3,0.372548,1.55573,0.16948
4,0.265511,1.58426,0.198009
5,0.177733,1.57303,0.186776
6,0.0910667,1.52549,0.13924
7,0.0117016,1.44555,0.0593048
8,0.0500444,1.35357,0.0326768
9,0.0914025,1.28351,0.102741
10,0.113156,1.25353,0.13272
11,0.115398,1.27004,0.116212
12,0.100785,1.32075,0.0655008
13,0.0749162,1.38315,0.00310042
14,0.039727,1.44576,0.0595074


Iteration:,3
Entropy:,0.693125
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38625
1,0.799956,1.36896,0.0172899
2,0.511067,1.48332,0.0970674
3,0.373289,1.55475,0.168502
4,0.2644,1.58421,0.197957
5,0.177289,1.57336,0.187114
6,0.0892148,1.52549,0.13924
7,0.0107492,1.44616,0.0599121
8,0.0531,1.35243,0.0338239
9,0.0923901,1.27834,0.107911
10,0.111156,1.25375,0.132498
11,0.114388,1.27082,0.115428
12,0.100415,1.32108,0.0651736
13,0.0737197,1.38381,0.00244368
14,0.0351238,1.44828,0.0620273


Averages
Entropy:,0.693126
Corr Length:,3
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,1.38625
1,0.779958,1.38806,0.0253565
2,0.49468,1.49609,0.10984
3,0.353291,1.56176,0.175506
4,0.249819,1.58393,0.197677
5,0.165847,1.5699,0.183645
6,0.084958,1.52368,0.137425
7,0.0143231,1.45181,0.0655587
8,0.0442781,1.36812,0.0288152
9,0.0868321,1.29419,0.0920608
10,0.111209,1.25578,0.130471
11,0.10888,1.2806,0.105652
12,0.0905512,1.33749,0.0487624
13,0.0635462,1.39924,0.0157564
14,0.0308356,1.4556,0.0693471


