Jonathan Lamont
Activation/Inhibition Cellular Automaton

Trial Number 19
J1: 1,J2: -0.1,R1: 3,R2: 5,h = 1

Iteration:,0
Entropy:,0.414922
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.829843
1,0.421921,0.772699,0.0571443
2,0.138588,0.857542,0.0276989
3,0.0204395,0.914789,0.0849453
4,0.0541901,0.9509,0.121056
5,0.102968,0.968073,0.13823
6,0.138079,0.973948,0.144105
7,0.162841,0.974011,0.144167
8,0.180857,0.971477,0.141634
9,0.194622,0.967909,0.138066
10,0.20519,0.964058,0.134215
11,0.213837,0.960114,0.130271
12,0.220857,0.956284,0.12644
13,0.226284,0.952787,0.122944
14,0.23046,0.9495,0.119657


Iteration:,1
Entropy:,0.437823
Corr Length:,1
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.875646
1,0.452351,0.818189,0.0574571
2,0.169017,0.901909,0.0262639
3,0.0538321,0.959511,0.0838649
4,0.0204272,0.998384,0.122738
5,0.0716494,1.01818,0.142538
6,0.106909,1.02507,0.149422
7,0.133364,1.02458,0.148931
8,0.151816,1.02113,0.145484
9,0.166168,1.01672,0.141071
10,0.177205,1.01201,0.136364
11,0.185225,1.00772,0.132073
12,0.192279,1.00371,0.128067
13,0.198931,0.999722,0.124077
14,0.204792,0.996305,0.120659


Iteration:,2
Entropy:,-0
Corr Length:,4
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0
1,0,-0,0
2,0.25,-0,0
3,0.333333,-0,0
4,0.375,-0,0
5,0.4,-0,0
6,0.416667,-0,0
7,0.428571,-0,0
8,0.4375,-0,0
9,0.444444,-0,0
10,0.45,-0,0
11,0.454545,-0,0
12,0.458333,-0,0
13,0.461538,-0,0
14,0.464286,-0,0


Iteration:,3
Entropy:,-0
Corr Length:,4
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0
1,0,-0,0
2,0.25,-0,0
3,0.333333,-0,0
4,0.375,-0,0
5,0.4,-0,0
6,0.416667,-0,0
7,0.428571,-0,0
8,0.4375,-0,0
9,0.444444,-0,0
10,0.45,-0,0
11,0.454545,-0,0
12,0.458333,-0,0
13,0.461538,-0,0
14,0.464286,-0,0


Averages
Entropy:,0.213186
Corr Length:,2
Distance,Correlation,Joint Entropy,Mutual Info
0,1,0,0.426372
1,0.218568,0.397722,0.0286503
2,0.201901,0.439863,0.0134907
3,0.185235,0.468575,0.0422026
4,0.206154,0.487321,0.0609486
5,0.243654,0.496564,0.0701919
6,0.26958,0.499754,0.0733816
7,0.288337,0.499647,0.0732745
8,0.301918,0.498152,0.0717794
9,0.31242,0.496157,0.0697843
10,0.320599,0.494017,0.0676449
11,0.327038,0.491958,0.0655859
12,0.332451,0.489999,0.0636268
13,0.337073,0.488127,0.0617551
14,0.340956,0.486451,0.0600789


